Structure,Epoch,Train accuracy,Test accuracy
[1600, 35],0,11.834003630280813,11.881399317406144
[1600, 35],10,21.415097697263054,17.544795221843003
[1600, 35],20,23.704784615202097,18.312713310580207
[1600, 35],30,25.007414789242034,18.35537542662116
[1600, 35],40,25.689575399508847,18.206058020477816
[1600, 35],50,26.365804178382035,18.24872013651877
[1600, 256, 35],0,11.886203746544709,11.081484641638225 
[1600, 256, 35],10,31.182451270005103,23.70947098976109 
[1600, 256, 35],20,39.51786074432621,28.242320819112628 
[1600, 256, 35],30,45.618156149529604,31.889931740614337 
[1600, 256, 35],40,50.62343547946993,34.598976109215016 
[1600, 256, 35],50,54.65470809457712,36.55076791808874 
[1600, 128, 35],0,11.507752903631467,10.55887372013652 
[1600, 128, 35],10,28.733791270716917,21.76834470989761 
[1600, 128, 35],20,35.972998303496226,26.077218430034126 
[1600, 128, 35],30,41.95584344710586,29.852815699658702 
[1600, 128, 35],40,46.303875858632594,31.71928327645051 
[1600, 128, 35],50,50.24498463655669,34.140358361774744
[1600, 56, 35],0,10.492223369042957,10.206911262798634
[1600, 56, 35],10,25.262483539167885,20.21117747440273
[1600, 56, 35],20,30.646213712021446,22.95221843003413
[1600, 56, 35],30,34.487667722532656,25.309300341296932
[1600, 56, 35],40,37.53900179141308,26.610494880546078
[1600, 56, 35],50,40.446785540567795,28.61561433447099
[1600, 256, 128, 35],0,10.97270171192654,9.897610921501707
[1600, 256, 128, 35],10,31.636829554756734,24.4240614334471
[1600, 256, 128, 35],20,45.51612864955927,32.88182593856656
[1600, 256, 128, 35],30,54.77453108872833,37.6919795221843
[1600, 256, 128, 35],40,61.13108161013632,39.65443686006826
[1600, 256, 128, 35],50,66.13754730635536,41.446245733788395
[1600, 256, 56, 35],0,8.805210520696159,8.68174061433447
[1600, 256, 56, 35],10,28.038580631384136,22.333617747440275
[1600, 256, 56, 35],20,40.564235802161555,29.554180887372013
[1600, 256, 56, 35],30,50.29243928770568,34.35366894197952
[1600, 256, 56, 35],40,57.84484701806836,37.71331058020478
[1600, 256, 56, 35],50,63.249931783938976,39.334470989761094
[1600, 256, 128, 56, 35],0,7.259375259517624,6.943259385665529
[1600, 256, 128, 56, 35],10,28.84412333463834,22.610921501706486
[1600, 256, 128, 56, 35],20,45.84949757388096,32.22056313993174
[1600, 256, 128, 56, 35],30,56.497134925436875,36.55076791808874
[1600, 256, 128, 56, 35],40,64.22037939993594,39.06783276450512
[1600, 256, 128, 56, 35],50,71.48568649084719,41.872866894197955
[1600, 512, 256, 128, 35],0,10.110213427293543,9.311006825938566
[1600, 512, 256, 128, 35],10,36.608890628892766,26.514505119453922
[1600, 512, 256, 128, 35],20,55.16603196070755,36.06015358361775
[1600, 512, 256, 128, 35],30,65.38064562052888,40.00639931740614
[1600, 512, 256, 128, 35],40,73.65436404835629,42.982081911262796
[1600, 512, 256, 128, 35],50,77.72241401810395,43.77133105802048